,Unnamed: 0,rep,mut,api,model,tech,killed
1136,1136,4,props_3buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1137,1137,4,props_3buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1138,1138,4,props_3buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1139,1139,4,props_3buggy_3.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1140,1140,4,props_4buggy_3.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1141,1141,4,props_4buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1142,1142,4,props_4buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1143,1143,4,props_4buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1144,1144,4,props_4buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1145,1145,4,props_5buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1146,1146,4,props_5buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1147,1147,4,props_5buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1148,1148,4,props_5buggy_3.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1149,1149,4,props_5buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1150,1150,4,props_1buggy_1.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1152,1152,4,props_1buggy_4.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1153,1153,4,props_1buggy_5.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
1154,1154,4,props_1buggy_3.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
1155,1155,4,props_2buggy_1.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1157,1157,4,props_2buggy_5.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1158,1158,4,props_2buggy_4.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1159,1159,4,props_2buggy_2.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
1160,1160,4,props_3buggy_1.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1161,1161,4,props_3buggy_3.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1162,1162,4,props_3buggy_5.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1163,1163,4,props_3buggy_2.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1164,1164,4,props_3buggy_4.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1165,1165,4,props_4buggy_3.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1166,1166,4,props_4buggy_5.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1167,1167,4,props_4buggy_2.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1168,1168,4,props_4buggy_1.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1169,1169,4,props_4buggy_4.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1171,1171,4,props_5buggy_2.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1172,1172,4,props_5buggy_1.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1173,1173,4,props_5buggy_4.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
1174,1174,4,props_5buggy_5.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
1177,1177,4,props_1buggy_3.py,zlib.compress,claude-3-opus-20240229,pbt,1
1178,1178,4,props_1buggy_4.py,zlib.compress,claude-3-opus-20240229,pbt,1
1179,1179,4,props_1buggy_1.py,zlib.compress,claude-3-opus-20240229,pbt,1
1181,1181,4,props_2buggy_1.py,zlib.compress,claude-3-opus-20240229,pbt,1
1184,1184,4,props_2buggy_3.py,zlib.compress,claude-3-opus-20240229,pbt,0
1189,1189,4,props_3buggy_3.py,zlib.compress,claude-3-opus-20240229,pbt,0
1192,1192,4,props_4buggy_2.py,zlib.compress,claude-3-opus-20240229,pbt,1
1194,1194,4,props_4buggy_1.py,zlib.compress,claude-3-opus-20240229,pbt,0
1198,1198,4,props_5buggy_4.py,zlib.compress,claude-3-opus-20240229,pbt,0
1199,1199,4,props_5buggy_1.py,zlib.compress,claude-3-opus-20240229,pbt,0
1210,1210,4,props_3buggy_2.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
1211,1211,4,props_3buggy_1.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
1212,1212,4,props_3buggy_4.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
1213,1213,4,props_3buggy_3.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
1214,1214,4,props_3buggy_5.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
1215,1215,4,props_4buggy_1.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,1
1216,1216,4,props_4buggy_5.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,1
1217,1217,4,props_4buggy_3.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,1
1218,1218,4,props_4buggy_2.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,1
1219,1219,4,props_4buggy_4.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,1
1220,1220,4,props_5buggy_5.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
1221,1221,4,props_5buggy_3.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,1
1222,1222,4,props_5buggy_1.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
1223,1223,4,props_5buggy_4.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
1224,1224,4,props_5buggy_2.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
1235,1235,4,props_3buggy_3.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1236,1236,4,props_3buggy_5.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1237,1237,4,props_3buggy_4.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1238,1238,4,props_3buggy_2.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1239,1239,4,props_3buggy_1.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1240,1240,4,props_4buggy_3.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1241,1241,4,props_4buggy_4.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1242,1242,4,props_4buggy_2.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1243,1243,4,props_4buggy_5.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1244,1244,4,props_4buggy_1.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1245,1245,4,props_5buggy_1.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1246,1246,4,props_5buggy_2.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1247,1247,4,props_5buggy_3.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1248,1248,4,props_5buggy_5.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,0
1249,1249,4,props_5buggy_4.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
1250,1250,4,props_1buggy_2.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1251,1251,4,props_1buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1253,1253,4,props_1buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1254,1254,4,props_1buggy_4.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1257,1257,4,props_2buggy_1.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1258,1258,4,props_2buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1259,1259,4,props_2buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1260,1260,4,props_3buggy_1.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1261,1261,4,props_3buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1262,1262,4,props_3buggy_2.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1263,1263,4,props_3buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1264,1264,4,props_3buggy_4.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1266,1266,4,props_4buggy_1.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1267,1267,4,props_4buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1268,1268,4,props_4buggy_4.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1269,1269,4,props_4buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1274,1274,4,props_5buggy_2.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
1275,1275,4,props_1buggy_1.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1276,1276,4,props_1buggy_2.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1277,1277,4,props_1buggy_5.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1278,1278,4,props_1buggy_4.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,0
1279,1279,4,props_1buggy_3.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,0
1280,1280,4,props_2buggy_2.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1281,1281,4,props_2buggy_1.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1282,1282,4,props_2buggy_4.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1283,1283,4,props_2buggy_5.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1284,1284,4,props_2buggy_3.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,0
1285,1285,4,props_3buggy_4.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1286,1286,4,props_3buggy_1.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,0
1287,1287,4,props_3buggy_2.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,0
1289,1289,4,props_3buggy_3.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1290,1290,4,props_4buggy_3.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,0
1291,1291,4,props_4buggy_4.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1292,1292,4,props_4buggy_2.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1293,1293,4,props_4buggy_1.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1294,1294,4,props_4buggy_5.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,0
1296,1296,4,props_5buggy_4.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,0
1297,1297,4,props_5buggy_1.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1298,1298,4,props_5buggy_3.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1299,1299,4,props_5buggy_5.py,datetime.timedelta.total_seconds,gpt-4-final,pbt_and_props,1
1300,1300,4,props_1buggy_1.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1301,1301,4,props_1buggy_5.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1302,1302,4,props_1buggy_4.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1304,1304,4,props_1buggy_3.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1305,1305,4,props_2buggy_2.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1306,1306,4,props_2buggy_4.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1307,1307,4,props_2buggy_5.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1308,1308,4,props_2buggy_1.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1309,1309,4,props_2buggy_3.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1310,1310,4,props_3buggy_1.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1311,1311,4,props_3buggy_3.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1312,1312,4,props_3buggy_2.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1313,1313,4,props_3buggy_5.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1314,1314,4,props_3buggy_4.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1315,1315,4,props_4buggy_1.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1317,1317,4,props_4buggy_2.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1318,1318,4,props_4buggy_3.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,1
1319,1319,4,props_4buggy_4.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,0
1324,1324,4,props_5buggy_3.py,decimal.Decimal.from_float,claude-3-opus-20240229,pbt_and_props,0
1325,1325,4,props_1buggy_5.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1326,1326,4,props_1buggy_3.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1327,1327,4,props_1buggy_1.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1328,1328,4,props_1buggy_2.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1329,1329,4,props_1buggy_4.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1335,1335,4,props_3buggy_3.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1336,1336,4,props_3buggy_1.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1337,1337,4,props_3buggy_4.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1338,1338,4,props_3buggy_2.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1339,1339,4,props_3buggy_5.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1340,1340,4,props_4buggy_4.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1341,1341,4,props_4buggy_5.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1342,1342,4,props_4buggy_1.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1343,1343,4,props_4buggy_2.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1344,1344,4,props_4buggy_3.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1345,1345,4,props_5buggy_5.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1346,1346,4,props_5buggy_4.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1347,1347,4,props_5buggy_2.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1348,1348,4,props_5buggy_1.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1349,1349,4,props_5buggy_3.py,networkx.maximum_flow,gpt-4-final,pbt_and_props,0
1350,1350,4,props_1buggy_1.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1351,1351,4,props_1buggy_3.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1352,1352,4,props_1buggy_4.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1353,1353,4,props_1buggy_2.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1354,1354,4,props_1buggy_5.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1355,1355,4,props_2buggy_1.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1356,1356,4,props_2buggy_4.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1357,1357,4,props_2buggy_2.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1358,1358,4,props_2buggy_5.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
1359,1359,4,props_2buggy_3.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
1360,1360,4,props_3buggy_4.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
1361,1361,4,props_3buggy_3.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
1362,1362,4,props_3buggy_1.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
1363,1363,4,props_3buggy_5.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
1364,1364,4,props_3buggy_2.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
1365,1365,4,props_4buggy_2.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1366,1366,4,props_4buggy_3.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1367,1367,4,props_4buggy_4.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1368,1368,4,props_4buggy_1.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1369,1369,4,props_4buggy_5.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1370,1370,4,props_5buggy_2.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1371,1371,4,props_5buggy_5.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1372,1372,4,props_5buggy_1.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1373,1373,4,props_5buggy_3.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
1374,1374,4,props_5buggy_4.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
1375,1375,4,props_1buggy_3.py,statistics.median,gpt-4-final,pbt_and_props,1
1376,1376,4,props_1buggy_2.py,statistics.median,gpt-4-final,pbt_and_props,1
1377,1377,4,props_1buggy_1.py,statistics.median,gpt-4-final,pbt_and_props,1
1378,1378,4,props_1buggy_4.py,statistics.median,gpt-4-final,pbt_and_props,1
1379,1379,4,props_1buggy_5.py,statistics.median,gpt-4-final,pbt_and_props,1
1380,1380,4,props_2buggy_2.py,statistics.median,gpt-4-final,pbt_and_props,1
1381,1381,4,props_2buggy_4.py,statistics.median,gpt-4-final,pbt_and_props,1
1382,1382,4,props_2buggy_1.py,statistics.median,gpt-4-final,pbt_and_props,1
1383,1383,4,props_2buggy_3.py,statistics.median,gpt-4-final,pbt_and_props,1
1384,1384,4,props_2buggy_5.py,statistics.median,gpt-4-final,pbt_and_props,1
1385,1385,4,props_3buggy_1.py,statistics.median,gpt-4-final,pbt_and_props,1
1386,1386,4,props_3buggy_2.py,statistics.median,gpt-4-final,pbt_and_props,1
1387,1387,4,props_3buggy_5.py,statistics.median,gpt-4-final,pbt_and_props,1
1388,1388,4,props_3buggy_4.py,statistics.median,gpt-4-final,pbt_and_props,1
1389,1389,4,props_3buggy_3.py,statistics.median,gpt-4-final,pbt_and_props,1
1390,1390,4,props_4buggy_5.py,statistics.median,gpt-4-final,pbt_and_props,1
1391,1391,4,props_4buggy_4.py,statistics.median,gpt-4-final,pbt_and_props,1
1392,1392,4,props_4buggy_3.py,statistics.median,gpt-4-final,pbt_and_props,1
1393,1393,4,props_4buggy_1.py,statistics.median,gpt-4-final,pbt_and_props,1
1394,1394,4,props_4buggy_2.py,statistics.median,gpt-4-final,pbt_and_props,1
1395,1395,4,props_5buggy_4.py,statistics.median,gpt-4-final,pbt_and_props,1
1396,1396,4,props_5buggy_2.py,statistics.median,gpt-4-final,pbt_and_props,1
1397,1397,4,props_5buggy_5.py,statistics.median,gpt-4-final,pbt_and_props,1
1398,1398,4,props_5buggy_1.py,statistics.median,gpt-4-final,pbt_and_props,1
1399,1399,4,props_5buggy_3.py,statistics.median,gpt-4-final,pbt_and_props,1
1401,1401,4,props_1buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1403,1403,4,props_1buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1404,1404,4,props_1buggy_3.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1406,1406,4,props_2buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1407,1407,4,props_2buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1408,1408,4,props_2buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1409,1409,4,props_2buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1410,1410,4,props_3buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1411,1411,4,props_3buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1412,1412,4,props_3buggy_3.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1413,1413,4,props_3buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1414,1414,4,props_3buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1415,1415,4,props_4buggy_3.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1416,1416,4,props_4buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1417,1417,4,props_4buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1418,1418,4,props_4buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1419,1419,4,props_4buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1420,1420,4,props_5buggy_3.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1421,1421,4,props_5buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1422,1422,4,props_5buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1423,1423,4,props_5buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1424,1424,4,props_5buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1425,1425,4,props_1buggy_4.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1426,1426,4,props_1buggy_2.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1427,1427,4,props_1buggy_3.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1428,1428,4,props_1buggy_5.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1429,1429,4,props_1buggy_1.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1430,1430,4,props_2buggy_3.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1431,1431,4,props_2buggy_1.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1432,1432,4,props_2buggy_4.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1433,1433,4,props_2buggy_5.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1434,1434,4,props_2buggy_2.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1435,1435,4,props_3buggy_2.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1436,1436,4,props_3buggy_3.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1437,1437,4,props_3buggy_5.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1438,1438,4,props_3buggy_1.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1439,1439,4,props_3buggy_4.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1440,1440,4,props_4buggy_4.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1441,1441,4,props_4buggy_3.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1442,1442,4,props_4buggy_1.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1443,1443,4,props_4buggy_2.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1444,1444,4,props_4buggy_5.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1445,1445,4,props_5buggy_5.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1446,1446,4,props_5buggy_2.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1447,1447,4,props_5buggy_4.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1448,1448,4,props_5buggy_1.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1449,1449,4,props_5buggy_3.py,zlib.decompress,gpt-4-final,pbt_and_props,0
1450,1450,5,props_1buggy_4.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
1451,1451,5,props_1buggy_5.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
1452,1452,5,props_1buggy_2.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
1453,1453,5,props_1buggy_3.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
1454,1454,5,props_1buggy_1.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
1455,1455,5,props_2buggy_3.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,1
1457,1457,5,props_2buggy_5.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,1
1470,1470,5,props_5buggy_1.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
1471,1471,5,props_5buggy_2.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
1472,1472,5,props_5buggy_3.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
1473,1473,5,props_5buggy_5.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
1474,1474,5,props_5buggy_4.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
1475,1475,5,props_1buggy_4.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1476,1476,5,props_1buggy_2.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1477,1477,5,props_1buggy_3.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1478,1478,5,props_1buggy_5.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1479,1479,5,props_1buggy_1.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1480,1480,5,props_2buggy_3.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,1
1481,1481,5,props_2buggy_5.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,1
1495,1495,5,props_5buggy_4.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1496,1496,5,props_5buggy_3.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1497,1497,5,props_5buggy_1.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1498,1498,5,props_5buggy_5.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1499,1499,5,props_5buggy_2.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1500,1500,5,props_1buggy_5.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1501,1501,5,props_1buggy_2.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1502,1502,5,props_1buggy_3.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
